method,task_metric_method,agent_group,case_id,agent_number,target_number,progress,team_ppl_total,team_ppl_makespan,total_distance,maximum_agent_distance,tp,fp,fn,episode_target_balanced_pwgs
GPT-Medium,GPT54Medium,multi,r47D5H71a5s_case_0043,5,4,0.5,0.1116743298,0.2241808558,31.25144028,9.570325296,2,2,0,0.6671042379705234
GPT-Medium,GPT54Medium,multi,r47D5H71a5s_case_0044,5,4,0.75,0.4274891419,0.75,16.48116284,4.344526423,3,1,0,0.6954891236177092
GPT-Medium,GPT54Medium,multi,r47D5H71a5s_case_0045,5,8,0.75,0.2911955287,0.4416229146,38.65527621,11.21148645,6,2,1,0.6128765238635883
GPT-Medium,GPT54Medium,multi,zsNo4HB9uLZ_case_0016,3,1,0.0,0.0,0.0,26.01062135,12.7819567,0,1,0,0.40701853879367833
GPT-Medium,GPT54Medium,multi,zsNo4HB9uLZ_case_0017,3,1,1.0,0.0,0.0,17.24989457,9.298103743,1,0,3,0.9852676452966459
GPT-Medium,GPT54Medium,multi,zsNo4HB9uLZ_case_0018,3,4,0.75,0.06801495102,0.1436320114,42.63665586,20.18999826,3,1,3,0.7265894247488224
GPT-Medium,GPT54Medium,multi,zsNo4HB9uLZ_case_0019,3,4,0.25,0.1341320397,0.25,29.58187326,13.1211172,1,3,2,0.6786022902705963
GPT-Medium,GPT54Medium,multi,zsNo4HB9uLZ_case_0020,3,8,0.625,0.3279545429,0.625,44.85255639,16.76007634,5,3,5,0.6371569600481128
GPT-Medium,GPT54Medium,multi,zsNo4HB9uLZ_case_0045,5,8,0.625,0.1649263227,0.4076739075,50.56125949,13.65542518,5,3,4,0.6910913388146112
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0033,5,4,0.25,0.01172758623,0.04555432925,103.062368,23.52235366,1,2,18,0.7234151358061807
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0034,5,4,0.25,0.01406748555,0.04076917129,88.71728963,20.47858737,1,2,18,0.8257026667749743
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0035,5,8,0.5,0.01234682975,0.0287563523,137.1539723,32.67462848,4,4,30,0.8528873503296024
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0038,5,4,0.75,0.2795134898,0.75,23.86199319,5.296430721,3,1,0,0.5187747545388044
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0039,5,4,0.75,0.07522522287,0.2514335526,32.04882244,7.952385428,3,1,2,0.6435046211468114
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0040,5,8,0.75,0.07752607565,0.1427738391,69.53193078,17.8466609,6,1,22,0.6686576870697795
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0041,5,1,0.0,0.0,0.0,6.015068831,2.208011292,0,1,1,0.6819816343406049
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0043,5,4,0.25,0.06350700924,0.2285008306,19.03211664,4.689457981,1,3,1,0.7223410739116651
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0044,5,4,0.75,0.1417398251,0.5526257568,23.55250068,5.296430721,3,1,1,0.43531959504117423
Qwen-Thinking,Qwen36_35BA3BThinking,multi,17DRP5sb8fy_case_0045,5,8,0.375,0.03907378104,0.09209382012,93.30633073,22.37779199,4,4,23,0.6401720015877836
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0018,3,4,0.75,0.2231114417,0.3832137752,67.65445715,26.13006792,3,1,0,0.6953620626712158
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0020,3,8,0.875,0.4546756,0.875,62.21759978,26.13006792,7,1,3,0.6058837558844669
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0021,3,1,0.0,0.0,0.0,83.40496266,33.48286742,0,2,1,0.7977364692201901
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0022,3,1,1.0,0.438071883,1.0,8.599936247,3.767390265,1,0,0,0.4738086138662736
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0023,3,4,0.5,0.397256438,0.5,25.30975362,10.72564523,2,3,0,0.5012303532860617
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0024,3,4,0.25,0.118743529,0.2259736228,45.37074799,19.67324819,1,3,1,0.7688360764081518
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0025,3,8,0.625,0.1112509751,0.1941554943,165.7456609,57.24323152,5,3,4,0.716071670679897
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0028,3,4,0.25,0.05651662362,0.1396621248,78.66066442,31.83135852,1,3,0,0.6990869352622212
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0029,3,4,0.75,0.298484447,0.494354329,29.92871103,12.35492784,3,1,1,0.6857437106578063
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0030,3,8,0.75,0.2991436134,0.6876978062,77.96395786,29.80506436,6,2,0,0.5154568499479433
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0031,5,1,0.0,0.0,0.0,32.75433976,8.297093311,0,1,0,0.555042125791131
Qwen-Thinking,Qwen36_35BA3BThinking,multi,JF19kD82Mey_case_0033,5,4,0.75,0.2675648841,0.6405854982,28.89536798,7.318320349,3,2,0,0.6464152327111958
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0021,3,1,0.0,0.0,0.0,2.60035265,0.958824275,0,1,1,0.5242293086221406
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0022,3,1,0.0,0.0,0.0,5.96142704,2.428215584,0,1,2,0.7673751616844788
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0023,3,4,0.25,0.09328407089,0.1480011653,23.42200042,9.290233579,1,3,0,0.5435751481427837
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0024,3,4,0.5,0.2757555293,0.4641883483,15.84664179,5.924170226,2,2,2,0.6224057081959227
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0025,3,8,0.375,0.116904276,0.1517681649,34.80392761,13.58946453,3,5,2,0.6383419640057579
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0026,3,1,0.0,0.0,0.0,10.93068334,4.725248902,0,1,3,0.8845135405912885
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0028,3,4,0.5,0.04662096011,0.1156535748,38.91869264,15.6884629,2,2,1,0.5934949791793309
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0029,3,4,0.5,0.02017587035,0.05395077125,87.59598763,32.75810983,2,2,2,0.6859258462229798
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0030,3,8,0.625,0.3642360999,0.4812594189,20.34260472,8.253547584,5,3,2,0.6186315546990265
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0033,5,4,0.75,0.1216264054,0.5059776317,3.900601033,0.9376226399,3,1,1,0.5770533938045083
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0034,5,4,0.25,0.02763185466,0.1198880557,9.054053327,2.086782408,1,3,5,0.6411626486872549
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0035,5,8,0.375,0.06723990757,0.2473079738,16.27182513,4.424103278,3,6,6,0.6011947416552608
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0036,5,1,1.0,0.05509326223,0.2536775547,67.22597321,14.60002315,1,0,0,0.6514958224425185
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0038,5,4,0.75,0.09337452167,0.3809342443,23.43500129,5.744382576,3,1,4,0.661179214065008
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0039,5,4,0.0,0.0,0.0,18.45636534,4.071429831,0,4,0,0.6589334848902296
Qwen-Thinking,Qwen36_35BA3BThinking,multi,RPmz2sHmrrY_case_0040,5,8,0.375,0.05232868301,0.2181326878,26.00524291,6.238496976,3,5,13,0.7158373158912879
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0016,3,1,0.0,0.0,0.0,15.14406947,5.823292424,0,1,0,0.31854110925719503
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0017,3,1,0.0,0.0,0.0,17.54522151,7.998367782,0,1,0,0.24269264411631242
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0018,3,4,0.5,0.1965449499,0.5,18.14702652,6.825502663,2,2,1,0.6912619033182269
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0019,3,4,0.25,0.1170302902,0.2262540617,31.99499634,13.63401799,1,3,3,0.3708213526166116
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0020,3,8,0.375,0.2096741595,0.375,46.18375152,20.487475,3,5,5,0.5625523964511182
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0036,5,1,0.0,0.0,0.0,11.46364418,4.109313387,0,1,0,0.6993554507254723
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0043,5,4,0.25,0.1323841986,0.25,13.18126968,3.486873574,1,3,0,0.5267825341516945
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0044,5,4,0.75,0.3244774203,0.75,21.71343125,5.998749314,3,1,1,0.5908514116165393
Qwen-Thinking,Qwen36_35BA3BThinking,multi,r47D5H71a5s_case_0045,5,8,0.5,0.1513141731,0.2942765429,49.59325514,11.21677199,4,4,2,0.7508440889451428
Qwen-Thinking,Qwen36_35BA3BThinking,multi,zsNo4HB9uLZ_case_0016,3,1,1.0,0.4207287026,0.9306684556,24.14304989,10.91438524,1,0,0,0.5149639371081273
Qwen-Thinking,Qwen36_35BA3BThinking,multi,zsNo4HB9uLZ_case_0017,3,1,1.0,0.0,0.0,14.02808059,6.07628976,1,0,2,0.8953842376336064
Qwen-Thinking,Qwen36_35BA3BThinking,multi,zsNo4HB9uLZ_case_0018,3,4,0.75,0.08004283189,0.1993131563,36.2297284,14.54961686,3,1,6,0.6773882282337323
Qwen-Thinking,Qwen36_35BA3BThinking,multi,zsNo4HB9uLZ_case_0019,3,4,0.5,0.3397360244,0.5,23.35858851,10.57083125,2,2,2,0.5814852577846494
Qwen-Thinking,Qwen36_35BA3BThinking,multi,zsNo4HB9uLZ_case_0020,3,8,0.5,0.1111851125,0.2698002183,105.8386274,43.61627199,4,4,12,0.5015476415329686
Qwen-Thinking,Qwen36_35BA3BThinking,multi,zsNo4HB9uLZ_case_0045,5,8,0.875,0.2332494622,0.6620420581,50.0512864,11.77228042,8,1,2,0.6461808759098259
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0033,5,4,0.0,0.0,0.0,132.519708,28.99002004,0,0,75,0.46020328250774667
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0034,5,4,0.0,0.0,0.0,101.5619246,26.3546648,0,3,17,0.8112984607373385
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0035,5,8,0.625,0.01827712559,0.04349801145,115.8153081,27.00132422,5,3,22,0.7846954551729521
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0038,5,4,0.75,0.2795134898,0.75,23.86199319,5.296430721,3,1,1,0.5505296370030833
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0039,5,4,0.75,0.03450805867,0.1065916003,69.864255,18.75848111,3,1,0,0.6728025429192808
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0040,5,8,0.5,0.04449109909,0.09236288053,80.77327579,18.39148857,4,3,23,0.6736211312993469
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0041,5,1,0.0,0.0,0.0,6.097587161,2.290529622,0,1,1,0.6164980030045673
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0043,5,4,0.0,0.0,0.0,5.207593499,1.40053596,0,4,1,0.6443102913121055
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0044,5,4,0.75,0.04644783498,0.1836103909,71.87261426,15.94105879,3,1,17,0.4582440795175075
Qwen-Instant,Qwen36_35BA3BInstant,multi,17DRP5sb8fy_case_0045,5,8,0.5,0.07625502567,0.1635139501,63.74803679,16.80473419,4,3,19,0.636449142014134
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0018,3,4,0.75,0.2183362828,0.3832137752,69.13410486,26.13006792,3,1,2,0.6867773575797477
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0020,3,8,0.625,0.3410190269,0.625,59.25271504,25.24279278,5,3,2,0.590219719007067
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0021,3,1,0.0,0.0,0.0,89.70037335,35.13437632,0,1,1,0.8466931948011485
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0022,3,1,1.0,0.3753909659,1.0,10.03591084,3.767390265,1,0,0,0.44197215839171733
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0023,3,4,0.75,0.3869194925,0.7166348153,38.97889393,13.97280981,3,1,0,0.5904115263941201
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0024,3,4,0.25,0.06456725232,0.1388001887,83.43986367,32.02902825,1,3,1,0.5475146609542868
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0025,3,8,0.625,0.2157983378,0.3458828475,85.44721238,32.13252115,5,3,4,0.631898147774093
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0028,3,4,0.75,0.1222853452,0.3230768566,109.0638087,41.28090645,3,1,1,0.7302869534243349
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0029,3,4,0.5,0.06486433544,0.1158924241,91.81475665,35.13437632,2,2,3,0.796886395802995
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0030,3,8,0.625,0.2265201534,0.5117894906,85.79965078,33.37452499,5,3,1,0.5860568903703354
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0031,5,1,0.0,0.0,0.0,23.6645283,5.732772312,0,1,0,0.5215382683273285
Qwen-Instant,Qwen36_35BA3BInstant,multi,JF19kD82Mey_case_0033,5,4,0.5,0.1831052406,0.4270569988,28.14915168,7.318320349,2,2,0,0.7221256440547419
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0021,3,1,0.0,0.0,0.0,3.226110235,1.563380225,0,1,1,0.5891058842840384
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0022,3,1,0.0,0.0,0.0,8.939179778,3.17127273,0,1,3,0.4797993147837098
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0023,3,4,0.0,0.0,0.0,26.20032758,10.40376645,0,4,0,0.4620028632236913
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0024,3,4,0.25,0.19025384,0.25,11.4841285,4.354050316,1,3,2,0.6476238534009132
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0025,3,8,0.5,0.07871434273,0.09912186199,68.91972194,27.74292913,4,4,8,0.6311744803986127
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0026,3,1,0.0,0.0,0.0,17.52269702,6.170363168,0,1,5,0.8115372487080252
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0028,3,4,1.0,0.0517161194,0.1409128546,70.16871484,25.75246698,4,0,5,0.6141316017961231
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0029,3,4,0.5,0.02250385169,0.06179813611,78.53434666,28.59835913,2,2,2,0.6786990018104516
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0030,3,8,0.625,0.08400208395,0.1302889525,88.20627603,30.48683283,5,2,11,0.6381623699482597
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0033,5,4,0.75,0.1216264054,0.5059776317,3.900601033,0.9376226399,3,1,1,0.26780911177421385
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0034,5,4,0.5,0.02049587595,0.08608599929,24.41274393,5.812333892,2,2,7,0.5679092238604382
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0035,5,8,0.5,0.02622007337,0.1167255849,55.63757722,12.49787147,4,6,12,0.6365239514397969
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0036,5,1,1.0,0.05696241598,0.2592477336,65.02003307,14.28632806,1,0,0,0.5765002959607392
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0038,5,4,0.75,0.09082576124,0.3651615044,24.09263634,5.992504712,3,1,6,0.5728310210967644
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0039,5,4,0.0,0.0,0.0,17.9996217,3.832312995,0,5,0,0.5525122837910186
Qwen-Instant,Qwen36_35BA3BInstant,multi,RPmz2sHmrrY_case_0040,5,8,0.625,0.03152485996,0.1484427416,71.9442854,15.2788442,5,3,11,0.6636567496523371
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0016,3,1,0.0,0.0,0.0,127.5244259,48.58923951,0,0,1,0.48299267810320323
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0017,3,1,0.0,0.0,0.0,15.37014615,5.823292424,0,1,0,0.27540326604888354
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0018,3,4,0.75,0.1909261364,0.4927801438,28.02161993,10.85688962,3,2,1,0.6699899109871454
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0019,3,4,0.5,0.08492431142,0.1978809817,88.18166778,31.17785165,2,2,3,0.3992825652155054
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0020,3,8,0.5,0.2381211837,0.5,54.22191134,21.12322468,4,4,3,0.5275946603253986
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0036,5,1,1.0,0.1680728825,0.7567028144,15.69870765,3.486873574,1,0,0,0.6396416307374897
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0043,5,4,0.5,0.2647683972,0.5,13.18126968,3.486873574,2,2,0,0.43221843528225995
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0044,5,4,0.75,0.4119361569,0.75,17.10342256,5.499491928,3,1,0,0.5667139678464678
Qwen-Instant,Qwen36_35BA3BInstant,multi,r47D5H71a5s_case_0045,5,8,0.625,0.2034116818,0.3124745656,46.11437707,13.20440624,5,3,1,0.6427408466437439
Qwen-Instant,Qwen36_35BA3BInstant,multi,zsNo4HB9uLZ_case_0016,3,1,0.0,0.0,0.0,19.60692948,9.112891256,0,1,0,0.3578716870478456
Qwen-Instant,Qwen36_35BA3BInstant,multi,zsNo4HB9uLZ_case_0017,3,1,1.0,0.0,0.0,14.02808059,6.07628976,1,0,2,0.8902141728309996
Qwen-Instant,Qwen36_35BA3BInstant,multi,zsNo4HB9uLZ_case_0018,3,4,0.5,0.0221544407,0.05413047678,87.26407193,35.71530904,2,2,3,0.6223474061316855
Qwen-Instant,Qwen36_35BA3BInstant,multi,zsNo4HB9uLZ_case_0019,3,4,0.5,0.2033346806,0.4428956871,39.02803975,17.91788502,2,2,6,0.560280458214916
Qwen-Instant,Qwen36_35BA3BInstant,multi,zsNo4HB9uLZ_case_0020,3,8,0.75,0.1954848324,0.5523769517,90.2961081,31.95556857,6,2,4,0.5272078343106829
Qwen-Instant,Qwen36_35BA3BInstant,multi,zsNo4HB9uLZ_case_0045,5,8,0.5,0.1110929823,0.3070963617,60.0497524,14.5021856,4,5,3,0.5930959132944086
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0033,5,4,0.0,0.0,0.0,65.96180737,15.38521923,0,0,47,0.5912085821645221
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0034,5,4,0.25,0.01146797022,0.03306548865,108.8273832,25.24974136,1,2,18,0.8262946297007974
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0035,5,8,0.75,0.02182598952,0.04473127893,116.3807541,31.50825833,6,2,25,0.8563587605872427
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0038,5,4,0.75,0.2795134898,0.75,23.86199319,5.296430721,3,1,0,0.5217223383070193
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0039,5,4,0.75,0.06536634271,0.2203619947,36.88258682,9.073690416,3,1,2,0.4549912199721603
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0040,5,8,0.75,0.04818840648,0.1032496661,111.8637888,24.6783974,6,1,27,0.6947685060047397
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0041,5,1,0.0,0.0,0.0,118.0039826,27.67555259,0,1,33,0.4866106148952833
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0043,5,4,0.25,0.06095054595,0.2059127614,19.83038525,5.203878752,1,3,1,0.7342130911958191
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0044,5,4,0.75,0.1460742247,0.5526257568,22.85363714,5.296430721,3,1,1,0.410107896092279
Gemma-Instant,Gemma431BThinking,multi,17DRP5sb8fy_case_0045,5,8,0.375,0.143378357,0.375,25.42804377,5.412673894,3,5,3,0.5730917740431409
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0018,3,4,0.25,0.25,0.25,16.2899582,5.944990376,1,3,0,0.6823673158286031
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0020,3,8,0.625,0.2427945805,0.5835208381,83.2238643,30.59305365,5,3,0,0.5967851807010259
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0021,3,1,0.0,0.0,0.0,135.3859639,48.87834573,0,1,3,0.8792727608488251
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0022,3,1,1.0,0.438071883,1.0,8.599936247,3.767390265,1,0,0,0.4918348820118644
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0023,3,4,0.5,0.3799184992,0.5,26.46478809,10.72564523,2,2,0,0.584404462359045
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0024,3,4,0.0,0.0,0.0,22.99432218,9.087697445,0,4,0,0.649989635258806
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0025,3,8,0.625,0.2168789825,0.3464018473,85.02145385,32.0843783,5,3,3,0.7461013402104689
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0028,3,4,0.25,0.1167723916,0.25,38.07094385,15.68883319,1,3,0,0.6291696270351036
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0029,3,4,0.5,0.1577988706,0.2595354283,37.74110138,15.68883319,2,2,1,0.9004302440215256
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0030,3,8,0.375,0.2360437942,0.375,49.40273933,19.67324819,3,5,0,0.6529503297894472
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0031,5,1,0.0,0.0,0.0,47.28721409,12.35492784,0,1,0,0.45575105259085225
Gemma-Instant,Gemma431BThinking,multi,JF19kD82Mey_case_0033,5,4,0.75,0.2799838923,0.6405854982,27.61368063,7.318320349,3,1,0,0.6741729687187564
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0021,3,1,1.0,0.0,0.0,2.979788072,1.338259698,1,0,1,0.918966937289001
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0022,3,1,1.0,0.0,0.0,2.399470468,0.9376226399,1,0,1,0.918197784432182
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0023,3,4,0.0,0.0,0.0,25.67929257,9.427388265,0,4,0,0.5938234702642716
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0024,3,4,0.25,0.1973508266,0.25,11.07114464,4.071429831,1,3,2,0.708587924054291
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0025,3,8,0.625,0.118588293,0.1690659655,57.18282212,20.33178871,5,3,0,0.6925157054775064
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0026,3,1,0.0,0.0,0.0,16.0018667,6.900776876,0,1,4,0.9340436922230413
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0028,3,4,0.75,0.03032042006,0.07720401867,89.76261611,35.25257199,3,0,4,0.670611814659788
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0029,3,4,0.5,0.02642752932,0.07191778709,66.87440467,24.57424459,2,2,2,0.6714117203874859
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0030,3,8,0.625,0.1421593923,0.2141815381,52.12114997,18.54547105,5,3,6,0.7442529913604446
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0033,5,4,0.75,0.1216264054,0.5059776317,3.900601033,0.9376226399,3,1,1,0.6542108451720894
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0034,5,4,0.5,0.01960673516,0.07218994973,25.51983119,6.93116664,2,2,6,0.6983137017593668
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0035,5,8,0.375,0.04343455322,0.2029174355,25.1899913,5.391927091,3,5,7,0.6997248899424792
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0036,5,1,1.0,0.05551799351,0.216129003,66.71167195,17.13651624,1,0,0,0.7419613931299
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0038,5,4,1.0,0.1140874375,0.4485553857,25.57374219,6.504531675,4,0,2,0.6443205040015902
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0039,5,4,0.0,0.0,0.0,13.91019546,3.750664481,0,4,0,0.5308758622648883
Gemma-Instant,Gemma431BThinking,multi,RPmz2sHmrrY_case_0040,5,8,0.375,0.05079338035,0.1859819861,26.79128862,7.316945805,3,5,11,0.7106101212631284
Gemma-Instant,Gemma431BThinking,multi,r47D5H71a5s_case_0016,3,1,0.0,0.0,0.0,10.68681132,4.674524881,0,1,0,0.2485887979504071
Gemma-Instant,Gemma431BThinking,multi,r47D5H71a5s_case_0017,3,1,0.0,0.0,0.0,11.82389601,4.504872491,0,1,0,0.42686603819422714
Gemma-Instant,Gemma431BThinking,multi,r47D5H71a5s_case_0018,3,4,0.5,0.03548104135,0.09202309004,100.524288,38.7588204,2,2,1,0.6264411092679836
Gemma-Instant,Gemma431BThinking,multi,r47D5H71a5s_case_0019,3,4,0.5,0.08736023535,0.1855391439,85.72283931,33.25176436,2,2,0,0.33942885858063154
