method,case_id,scan_id,agent_group,agent_number,target_id,pwgs_pair_count,target_mean_pwgs,in_common_support
GPT-Medium,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,1,3,0.8867536013806055,1
GPT-Medium,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,3,4,0.8994277631814739,1
GPT-Medium,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,4,4,0.2279542519399944,1
GPT-Medium,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,5,11,0.6522046077749232,1
Qwen-Thinking,r47D5H71a5s_case_0007,r47D5H71a5s,single,1,2,23,0.3028719158295651,1
Qwen-Thinking,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,0,29,0.6779790112060732,1
Qwen-Thinking,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,2,7,0.8483634578232626,1
Qwen-Thinking,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,4,12,0.5769400552567635,1
Qwen-Thinking,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,7,29,0.8249840133824912,1
Qwen-Thinking,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,0,29,0.288526246565084,1
Qwen-Thinking,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,1,26,0.5221275392219804,1
Qwen-Thinking,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,5,18,0.6829094147900898,1
Qwen-Thinking,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,6,7,0.6541728994362292,1
Qwen-Thinking,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,0,4,0.38681976460197043,1
Qwen-Thinking,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,1,12,0.6718082711154825,1
Qwen-Thinking,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,2,10,0.6044944121645779,1
Qwen-Thinking,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,3,16,0.4833429927227946,1
Qwen-Thinking,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,4,5,0.5362632826635174,1
Qwen-Thinking,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,5,14,0.8231565020478829,1
Qwen-Thinking,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,6,1,0.9969458373231288,1
Qwen-Thinking,r47D5H71a5s_case_0011,r47D5H71a5s,single,1,3,29,0.6168793565881496,1
Qwen-Thinking,r47D5H71a5s_case_0012,r47D5H71a5s,single,1,1,18,0.4330698698421409,1
Qwen-Thinking,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,0,24,0.5624303313239911,1
Qwen-Thinking,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,5,29,0.2048492893856441,1
Qwen-Thinking,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,6,4,0.25691731933893813,1
Qwen-Thinking,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,7,22,0.6057993860536137,1
Qwen-Thinking,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,1,7,0.6234633727570197,1
Qwen-Thinking,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,3,4,0.7049264094954109,1
Qwen-Thinking,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,4,10,0.6926914064830767,1
Qwen-Thinking,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,5,29,0.2637899523116744,1
Qwen-Thinking,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,0,29,0.3005136962876416,1
Qwen-Thinking,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,1,29,0.5480427028243267,1
Qwen-Thinking,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,2,23,0.5414688009763077,1
Qwen-Thinking,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,3,1,0.2588539204615633,1
Qwen-Thinking,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,4,23,0.3488431946026309,1
Qwen-Thinking,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,5,23,0.7112647379710154,1
Qwen-Thinking,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,6,3,0.9707245772162313,1
Qwen-Thinking,r47D5H71a5s_case_0016,r47D5H71a5s,multi,3,4,4,0.31854110925719503,1
Qwen-Thinking,r47D5H71a5s_case_0017,r47D5H71a5s,multi,3,6,4,0.24269264411631242,1
Qwen-Thinking,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,0,3,0.6703209276741102,1
Qwen-Thinking,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,2,4,0.7122028789623436,1
Qwen-Thinking,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,1,2,0.31769724596662674,1
Qwen-Thinking,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,3,4,0.4829042938634664,1
Qwen-Thinking,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,5,8,0.3118625180197416,1
Qwen-Thinking,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,0,7,0.5475819091857582,1
Qwen-Thinking,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,1,3,0.34275578806208823,1
Qwen-Thinking,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,2,10,0.6943168395034369,1
Qwen-Thinking,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,3,3,0.5865718226893083,1
Qwen-Thinking,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,4,1,0.6075530509116462,1
Qwen-Thinking,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,5,9,0.40036185955678866,1
Qwen-Thinking,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,6,9,0.7058389435363194,1
Qwen-Thinking,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,7,3,0.6154389581635996,1
Qwen-Thinking,r47D5H71a5s_case_0036,r47D5H71a5s,multi,5,3,1,0.6993554507254723,1
Qwen-Thinking,r47D5H71a5s_case_0042,r47D5H71a5s,multi,5,1,2,0.7571338902794971,0
Qwen-Thinking,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,6,2,0.5267825341516945,1
Qwen-Thinking,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,1,2,0.541914431855664,1
Qwen-Thinking,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,5,3,0.6397883913774147,1
Qwen-Thinking,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,0,4,0.5118288802549572,1
Qwen-Thinking,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,1,3,0.7230201425555158,1
Qwen-Thinking,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,2,7,0.6803403650066071,1
Qwen-Thinking,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,3,2,0.8390310569086334,1
Qwen-Thinking,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,6,1,1.0,1
Qwen-Thinking,zsNo4HB9uLZ_case_0001,zsNo4HB9uLZ,single,1,2,6,0.6232240767938686,0
Qwen-Thinking,zsNo4HB9uLZ_case_0002,zsNo4HB9uLZ,single,1,3,2,0.26701046752927127,0
Qwen-Thinking,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,1,11,0.8058138637533852,1
Qwen-Thinking,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,4,24,0.42780993994468636,1
Qwen-Thinking,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,7,8,0.7519735081138762,1
Qwen-Thinking,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,0,29,0.4095871730909671,1
Qwen-Thinking,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,2,24,0.6175224795405218,1
Qwen-Thinking,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,5,5,0.6226549252299648,1
Qwen-Thinking,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,7,2,0.4023307706898511,1
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,0,2,0.8638376552204303,1
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,2,7,0.6884698057432466,1
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,3,5,0.9018243542463182,1
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,4,9,0.3218523502852277,1
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,5,8,0.44253917689534417,1
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,6,12,0.26849377657959567,1
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,7,1,0.5836338252469091,1
Qwen-Thinking,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,1,0,5,0.7445891618125046,1
Qwen-Thinking,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,1,18,0.7510057148730298,1
Qwen-Thinking,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,4,19,0.813904792431435,1
Qwen-Thinking,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,6,3,0.546302551006159,1
Qwen-Thinking,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,7,7,0.7821041812191434,1
Qwen-Thinking,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,3,5,0.28724992074098343,1
Qwen-Thinking,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,5,29,0.4788487026752725,1
Qwen-Thinking,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,6,29,0.7801036023350969,1
Qwen-Thinking,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,7,29,0.321923801733902,1
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,0,29,0.42978552998693587,1
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,1,29,0.3938646185781434,1
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,2,20,0.6305247861558548,1
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,5,2,0.549213118595696,1
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,6,2,0.93311443924703,1
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,7,1,0.5448937460624287,1
Qwen-Thinking,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,1,6,18,0.38539453131945667,1
Qwen-Thinking,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,1,7,19,0.7773380427006146,1
Qwen-Thinking,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,0,26,0.6269029299422642,1
Qwen-Thinking,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,4,29,0.7587070487136687,1
Qwen-Thinking,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,6,29,0.7686460599356841,1
Qwen-Thinking,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,7,29,0.7269092696838191,1
Qwen-Thinking,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,0,7,0.8707182868312936,1
Qwen-Thinking,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,6,10,0.29967598926914574,1
Qwen-Thinking,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,7,11,0.7181371661578955,1
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,0,7,0.8704521564336025,1
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,1,7,0.7718205366236509,1
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,2,7,0.8578908716537192,1
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,3,29,0.8206930597480389,1
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,4,29,0.4295905089769753,1
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,5,29,0.4746880026375652,1
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,6,29,0.3102337440509154,1
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,7,7,0.9060529212416821,1
Qwen-Thinking,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,3,5,5,0.5149639371081273,1
Qwen-Thinking,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,3,4,3,0.8953842376336064,1
Qwen-Thinking,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,0,1,0.4961650238009102,1
Qwen-Thinking,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,2,5,0.5890964361217976,1
Qwen-Thinking,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,4,6,0.946903224778489,1
Qwen-Thinking,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,3,1,0.4121615981752751,1
Qwen-Thinking,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,4,2,0.9152224374309319,1
Qwen-Thinking,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,5,4,0.5883123039552196,1
Qwen-Thinking,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,7,1,0.4102446915771709,1
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,0,7,0.3712090909012346,1
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,1,17,0.388567085732454,1
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,2,8,0.5337234953850057,1
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,3,1,0.4114138441323161,1
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,4,18,0.852168035538947,1
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,5,6,0.5274171136648392,1
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,7,1,0.426334825375983,1
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,0,5,0.6778403897212794,1
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,2,3,0.6141585395612822,1
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,3,1,0.6962182866918827,1
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,4,2,0.7902716394400301,1
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,5,4,0.5318952618904191,1
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,7,1,0.5667011381540616,1
Qwen-Thinking,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,0,1,0.9244756435644184,1
Qwen-Thinking,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,5,29,0.6686124267777608,1
Qwen-Thinking,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,7,29,0.717142837007913,1
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,0,24,0.7038898307937976,1
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,2,21,0.46094887623416075,1
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,11,0.7510647487715271,1
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,7,28,0.5961025874246617,1
Qwen-Thinking,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,4,1,0.9744870645011763,1
Qwen-Thinking,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,0,27,0.887033330875524,1
Qwen-Thinking,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,0,2,0.8701397967388721,1
Qwen-Thinking,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,9,0.5205843286035594,1
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,0,2,0.8012989623474853,1
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,1,2,0.5772407341611168,1
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,3,7,0.6997962912365038,1
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,4,9,0.465680953630085,1
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,5,2,0.7120795991276327,1
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,6,1,0.3792059948039772,1
Qwen-Thinking,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,7,12,0.7977364692201901,1
Qwen-Thinking,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,6,1,0.4738086138662736,1
Qwen-Thinking,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,2,1,0.524482524324512,1
Qwen-Thinking,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,3,0.4779781822476113,1
Qwen-Thinking,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,0,4,0.8689318316595096,1
Qwen-Thinking,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,1,4,0.6514664242389119,1
Qwen-Thinking,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,3,6,0.7861099733260337,1
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,0,6,0.8650537626749966,1
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,1,7,0.6541588375016018,1
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,3,24,0.7803481118441303,1
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,4,1,0.7762924499907312,1
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,5,11,0.5958885740371304,1
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,6,1,0.49752808995477993,1
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,7,1,0.8432318687559086,1
Qwen-Thinking,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,0,3,0.8342463126281462,1
Qwen-Thinking,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,1,5,0.5751569416133019,1
Qwen-Thinking,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,3,11,0.6878575515452153,1
Qwen-Thinking,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,3,2,0.8613306233981406,1
Qwen-Thinking,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,6,1,0.387253371579799,1
Qwen-Thinking,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,7,4,0.8086471369954793,1
Qwen-Thinking,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,1,3,0.5796604130426792,1
Qwen-Thinking,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,3,8,0.6573144026154116,1
Qwen-Thinking,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,4,11,0.49957917967937887,1
Qwen-Thinking,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,6,1,0.3252734044543034,1
Qwen-Thinking,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,3,3,0.555042125791131,1
Qwen-Thinking,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,0,2,0.7535445435210184,1
Qwen-Thinking,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,2,1,0.5392859219013731,1
Qwen-Thinking,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,0,1,0.5242293086221406,1
Qwen-Thinking,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,2,0.7673751616844788,1
Qwen-Thinking,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,1,1,0.49879261728555624,1
Qwen-Thinking,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,5,5,0.5604769793143403,1
Qwen-Thinking,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,7,7,0.5714558478284547,1
Qwen-Thinking,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,0,4,0.5126856183957809,1
Qwen-Thinking,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,2,3,0.8242217244689426,1
Qwen-Thinking,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,7,4,0.5303097817230445,1
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,0,7,0.655125627738159,1
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,1,12,0.6814773478352757,1
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,2,3,0.8526300962578262,1
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,5,4,0.5329223989172711,1
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,7,5,0.46955434928025763,1
Qwen-Thinking,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,2,4,0.8845135405912885,1
Qwen-Thinking,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,4,0.526558527165092,1
Qwen-Thinking,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,7,13,0.66043143119357,1
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,2,1,0.8924188789079565,1
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,5,0.6564010995634629,1
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,5,2,0.5264929404479133,1
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,7,28,0.6683904659725867,1
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,1,2,0.7857165685993814,1
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,2,1,0.46011580845771094,1
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,5,4,0.6593956088745389,1
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,7,5,0.5692982328644748,1
Qwen-Thinking,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,0,1,0.5770533938045083,1
Qwen-Thinking,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,1,2,0.5367255255208082,1
Qwen-Thinking,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,2,2,0.7455997718537016,1
Qwen-Thinking,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,1,1,0.3873369608769627,1
Qwen-Thinking,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,2,2,0.703027670687119,1
Qwen-Thinking,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,5,3,0.7132195934017006,1
Qwen-Thinking,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,7,13,0.6514958224425185,1
Qwen-Thinking,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,0,1,0.6167058952219686,1
Qwen-Thinking,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,2,3,0.73025562711232,1
Qwen-Thinking,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,5,5,0.6365761198607356,1
Qwen-Thinking,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,0,3,0.6753851678019224,1
Qwen-Thinking,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,1,4,0.6510103613579569,1
Qwen-Thinking,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,5,2,0.6504049255108095,1
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,0,4,0.8593264348035323,1
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,1,5,0.8603229270129275,1
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,2,4,0.8265302840049351,1
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,3,1,0.832618553101375,1
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,5,2,0.4895888969891532,1
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,7,4,0.4266367994358044,1
Qwen-Thinking,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,0,7,0.3135242100846071,0
Qwen-Thinking,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,4,29,0.2947155001806289,1
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,2,5,0.18950448960601946,1
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,5,29,0.3825944130183652,1
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,6,6,0.9332160845731717,1
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,7,3,0.9855536691365457,1
Qwen-Thinking,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,0,15,0.3694859251440378,1
Qwen-Thinking,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,2,8,0.19476328952021216,1
Qwen-Thinking,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,5,29,0.364604347914513,1
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,1,29,0.14381374039593656,1
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,2,8,0.16412901029998023,1
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,3,7,0.925032195258195,1
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,4,4,0.9255872902657722,1
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,5,29,0.3689828383408978,1
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,7,6,0.8424554904535547,1
Qwen-Thinking,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,29,0.40342392369544433,1
Qwen-Thinking,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,3,1,0.6936174506190957,1
Qwen-Thinking,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,5,15,0.7532128209932656,1
Qwen-Thinking,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,0,1,0.8483917477632801,1
Qwen-Thinking,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,5,13,0.8030135857866684,1
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,0,3,0.8812736891108045,1
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,1,2,0.7745430084836553,1
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,3,1,0.8922810261222415,1
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,4,1,0.8447339718531419,1
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,5,21,0.8716050560781687,1
