method,case_id,scan_id,agent_group,agent_number,target_number,evaluation_status,pwgs_pair_count,evaluable_target_count,empty_support_count,valid_hypothesis_snapshot_count,invalid_hypothesis_snapshot_count,episode_pwgs,episode_target_balanced_pwgs,in_common_support,edge_jnll_status,ungrounded_edge_candidate_count
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,evaluable,84,4,0,29,0,0.6134031788612601,0.6280015108060368,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,1,evaluable,1,1,0,2,0,0.9744870645011763,0.9744870645011763,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,1,evaluable,27,1,0,28,0,0.887033330875524,0.887033330875524,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0016,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,evaluable,11,2,0,10,0,0.5841398682645255,0.6953620626712158,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,8,evaluable,23,6,0,10,0,0.5934846611914234,0.6058837558844669,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,1,evaluable,12,1,0,13,0,0.7977364692201901,0.7977364692201901,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,1,evaluable,1,1,0,2,0,0.4738086138662736,0.4738086138662736,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,evaluable,4,2,0,4,0,0.48960426776683647,0.5012303532860617,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,4,evaluable,14,3,0,7,0,0.7713037759678493,0.7688360764081518,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,8,evaluable,51,7,0,25,0,0.728815996979023,0.716071670679897,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0026,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0027,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,4,evaluable,19,3,0,12,0,0.6813135112078061,0.6990869352622212,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,4,evaluable,7,3,0,5,0,0.7635004523368567,0.6857437106578063,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,8,evaluable,23,4,0,12,0,0.5573104713469044,0.5154568499479433,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,1,evaluable,3,1,0,4,0,0.555042125791131,0.555042125791131,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0032,JF19kD82Mey,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,4,evaluable,3,2,0,3,0,0.6821250029811367,0.6464152327111958,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,1,evaluable,1,1,0,2,0,0.5242293086221406,0.5242293086221406,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,evaluable,2,1,0,3,0,0.7673751616844788,0.7673751616844788,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,4,evaluable,13,3,0,8,0,0.5616437268197262,0.5435751481427837,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,4,evaluable,11,3,0,5,0,0.6040587976256481,0.6224057081959227,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,8,evaluable,31,5,0,13,0,0.6387406193236862,0.6383419640057579,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,1,evaluable,4,1,0,5,0,0.8845135405912885,0.8845135405912885,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0027,RPmz2sHmrrY,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,evaluable,17,2,0,14,0,0.6289319243633398,0.5934949791793309,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,evaluable,36,4,0,29,0,0.6650650918014869,0.6859258462229798,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,8,evaluable,12,4,0,6,0,0.6263018787897502,0.6186315546990265,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0031,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0032,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,4,evaluable,1,1,0,2,0,0.5770533938045083,0.5770533938045083,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,4,evaluable,4,2,0,3,0,0.6411626486872549,0.6411626486872549,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,8,evaluable,6,3,0,4,0,0.655508513742717,0.6011947416552608,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,1,evaluable,13,1,0,14,0,0.6514958224425185,0.6514958224425185,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0037,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,4,evaluable,9,3,0,6,0,0.6655948195402897,0.661179214065008,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,4,evaluable,9,3,0,5,0,0.6590007555399127,0.6589334848902296,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,8,evaluable,20,6,0,6,0,0.7281692527560704,0.7158373158912879,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,1,evaluable,7,1,0,8,0,0.3135242100846071,0.3135242100846071,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,1,evaluable,29,1,0,29,0,0.2947155001806289,0.2947155001806289,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,4,evaluable,43,4,0,29,0,0.47903995210258965,0.6227171640835255,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,4,evaluable,52,3,0,29,0,0.33988310159313734,0.309617854192921,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,8,evaluable,83,6,0,29,0,0.3785113293537328,0.5616667608357228,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,evaluable,29,1,0,29,0,0.40342392369544433,0.40342392369544433,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,4,evaluable,16,2,1,16,0,0.7494881103448799,0.7234151358061807,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,4,evaluable,14,2,1,14,0,0.806254883070712,0.8257026667749743,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,8,evaluable,28,5,1,22,0,0.8654867235684519,0.8528873503296024,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.6083207314533373,0.6083207314533373,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0037,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,evaluable,7,2,0,5,0,0.503567151530062,0.5187747545388044,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,evaluable,8,2,0,6,0,0.6511213791229564,0.6435046211468114,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,8,evaluable,24,6,1,12,0,0.6096026413351574,0.6686576870697795,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.6819816343406049,0.6819816343406049,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,1,evaluable,3,1,0,4,0,0.7581947196296337,0.7581947196296337,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,4,evaluable,4,2,0,4,0,0.7553075631667248,0.7223410739116651,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,evaluable,5,2,0,5,0,0.3304768164004535,0.43531959504117423,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,8,evaluable,28,4,1,14,0,0.6314281696552098,0.6401720015877836,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0007,r47D5H71a5s,single,1,1,evaluable,5,1,0,6,0,0.13321635965988138,0.13321635965988138,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,4,evaluable,116,4,0,29,0,0.7572420847150473,0.7572420847150472,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,4,evaluable,111,4,0,29,0,0.5317803822370939,0.543733570976895,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,8,evaluable,86,7,0,24,0,0.5732688716739842,0.594584489838546,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0011,r47D5H71a5s,single,1,1,evaluable,8,1,0,9,0,0.6182869819004907,0.6182869819004907,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0012,r47D5H71a5s,single,1,1,evaluable,29,1,0,29,0,0.48805818314815436,0.48805818314815436,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,4,evaluable,57,4,0,29,0,0.453715217668767,0.4572377303756289,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,4,evaluable,79,4,0,29,0,0.5773894404865935,0.5660023334862524,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,8,evaluable,81,7,0,29,0,0.5671527824639094,0.6109508477310769,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0016,r47D5H71a5s,multi,3,1,evaluable,29,1,0,29,0,0.48299267810320323,0.48299267810320323,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0017,r47D5H71a5s,multi,3,1,evaluable,4,1,0,5,0,0.27540326604888354,0.27540326604888354,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,4,evaluable,11,3,0,7,0,0.6120367872488588,0.6699899109871454,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,4,evaluable,26,3,0,18,0,0.3871093339168979,0.3992825652155054,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,8,evaluable,44,8,0,12,0,0.5363007005693312,0.5275946603253986,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0036,r47D5H71a5s,multi,5,1,evaluable,2,1,0,3,0,0.6396416307374897,0.6396416307374897,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0041,r47D5H71a5s,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0042,r47D5H71a5s,multi,5,1,evaluable,2,1,0,3,0,0.7446585882804106,0.7446585882804106,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,4,evaluable,3,2,0,3,0,0.4413420689554863,0.43221843528225995,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,4,evaluable,3,2,0,3,0,0.5528378607577177,0.5667139678464678,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,8,evaluable,14,4,0,7,0,0.6208411018080181,0.6427408466437439,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0001,zsNo4HB9uLZ,single,1,1,evaluable,29,1,0,29,0,0.5669928679685551,0.5669928679685551,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0002,zsNo4HB9uLZ,single,1,1,evaluable,1,1,0,2,0,0.2944514680431749,0.2944514680431749,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,4,evaluable,58,3,0,29,0,0.5751246647562265,0.6408458342492099,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,4,evaluable,72,4,0,29,0,0.5265543338212283,0.5452408098999315,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,8,evaluable,58,7,0,18,0,0.5213024829801921,0.6124632766577245,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,1,1,evaluable,22,1,0,23,0,0.5476634040585965,0.5476634040585965,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,4,evaluable,44,4,0,29,0,0.5308286440357727,0.6342948780024132,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,4,evaluable,95,4,0,29,0,0.44579861798674786,0.4105610805428299,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,8,evaluable,92,6,0,29,0,0.5036630048862446,0.6046715188379754,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,1,1,evaluable,11,1,0,12,0,0.29656188537715505,0.29656188537715505,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,1,1,evaluable,11,1,0,12,0,0.7755777294922144,0.7755777294922144,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,4,evaluable,116,4,0,29,0,0.6541829004287666,0.6541829004287666,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,4,evaluable,43,3,0,29,0,0.5198402942385755,0.6570798695495124,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,8,evaluable,125,7,0,29,0,0.6804798311437619,0.749205610102417,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,3,1,evaluable,4,1,0,5,0,0.3578716870478456,0.3578716870478456,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,3,1,evaluable,3,1,0,4,0,0.8902141728309996,0.8902141728309996,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,4,evaluable,17,3,0,14,0,0.518020232072585,0.6223474061316855,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,4,evaluable,13,4,0,8,0,0.7453965411049922,0.560280458214916,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,8,evaluable,52,7,0,18,0,0.5728567924491733,0.5272078343106829,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,8,evaluable,15,5,0,7,0,0.5952439071514116,0.5930959132944086,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,4,evaluable,16,3,0,12,0,0.7491639466730518,0.7502700147885752,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,evaluable,116,4,0,29,0,0.5787174050916902,0.5787174050916903,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,1,evaluable,1,1,0,2,0,0.9768064222737967,0.9768064222737967,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,1,evaluable,29,1,0,29,0,0.7083166257559277,0.7083166257559277,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0016,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,evaluable,15,3,0,10,0,0.6649293959627234,0.6867773575797477,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,8,evaluable,24,6,0,9,0,0.6316728326734763,0.590219719007067,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,1,evaluable,13,1,0,14,0,0.8466931948011485,0.8466931948011485,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,1,evaluable,1,1,0,2,0,0.44197215839171733,0.44197215839171733,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,evaluable,7,2,0,7,0,0.6683814288903004,0.5904115263941201,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,4,evaluable,21,3,0,13,0,0.5747187572428268,0.5475146609542868,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,8,evaluable,28,6,0,14,0,0.6250852374580482,0.631898147774093,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0026,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0027,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,4,evaluable,20,3,0,17,0,0.7681472027838534,0.7302869534243349,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,4,evaluable,19,3,0,14,0,0.8158057510097851,0.796886395802995,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,8,evaluable,22,3,0,13,0,0.6154602482075092,0.5860568903703354,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,1,evaluable,2,1,0,3,0,0.5215382683273285,0.5215382683273285,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0032,JF19kD82Mey,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,4,evaluable,2,1,0,3,0,0.7221256440547419,0.7221256440547419,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,1,evaluable,1,1,0,2,0,0.5891058842840384,0.5891058842840384,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,evaluable,3,1,0,4,0,0.4797993147837098,0.4797993147837098,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,4,evaluable,17,3,0,9,0,0.4949863358424519,0.4620028632236913,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,4,evaluable,9,3,0,5,0,0.6006886530395836,0.6476238534009132,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,8,evaluable,41,5,0,24,0,0.6291705911112544,0.6311744803986127,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,1,evaluable,6,1,0,7,0,0.8115372487080252,0.8115372487080252,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0027,RPmz2sHmrrY,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,evaluable,36,3,0,24,0,0.660497195756913,0.6141316017961231,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,evaluable,31,4,0,26,0,0.6626070551917028,0.6786990018104516,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,8,evaluable,48,5,0,29,0,0.6270199147334907,0.6381623699482597,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0031,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0032,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,4,evaluable,1,1,0,2,0,0.26780911177421385,0.26780911177421385,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,4,evaluable,8,2,0,6,0,0.579611276119733,0.5679092238604382,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,8,evaluable,22,5,0,13,0,0.6020023038559787,0.6365239514397969,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,1,evaluable,13,1,0,14,0,0.5765002959607392,0.5765002959607392,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0037,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,4,evaluable,12,3,0,6,0,0.5980234192225048,0.5728310210967644,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,4,evaluable,9,3,0,5,0,0.5436759052483969,0.5525122837910186,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,8,evaluable,40,7,0,16,0,0.6442612569262868,0.6636567496523371,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,1,evaluable,9,1,0,10,0,0.37983356074535624,0.37983356074535624,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,1,evaluable,29,1,0,29,0,0.3179785600365498,0.3179785600365498,1,not_estimable_no_ungrounded_predictions,0
